,start_frame,start_frame_sec,video_uid,clip_uid,total_frames,label,end_frame_sec,filename,end_frame,Unnamed: 0
75,23385,409.63926,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,195,read_a_book,416.13718,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,23580,76.0
76,22614,383.93744,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,306,arrange,394.14644,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,22920,77.0
77,23389,409.76697,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,212,read_a_book,416.84532,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,23601,78.0
78,23617,417.36731,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,1853,take_photo,479.147,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,25470,79.0
79,21183,336.24434,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,946,pay_at_billing_counter,367.76243,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,22129,80.0
80,11096,0.0,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,14374,converse,479.147,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,25470,81.0
81,20664,318.93541,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,1459,stand_in_the_queue,367.559,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,22123,82.0
82,21465,345.64919,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,642,pay_at_billing_counter,367.045,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,22107,83.0
83,22581,382.8386,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,281,browse_through_other_items_on_rack,392.192,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,22862,84.0
84,25233,471.23084,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,237,converse,479.147,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,25470,85.0
85,13326,74.32299,2c54abd0-aa4f-4b0a-9e78-c45aca156af0,4653733e-3c49-4667-8026-448f252fdb01,79,use_phone,76.978,v1/full_scale/2c54abd0-aa4f-4b0a-9e78-c45aca156af0.mp4,13405,86.0
5339,12411,233.65922,ff1f1ba3-ec19-4947-8632-1f7778e7a115,47ffb4f5-deaa-477d-a502-b8ba86ac8002,1104,use_phone,270.473,v1/full_scale/ff1f1ba3-ec19-4947-8632-1f7778e7a115.mp4,13515,5340.0
5340,14245,294.81163,ff1f1ba3-ec19-4947-8632-1f7778e7a115,47ffb4f5-deaa-477d-a502-b8ba86ac8002,133,put_away_(or_take_out)_food_items_in_the_fridge,299.219,v1/full_scale/ff1f1ba3-ec19-4947-8632-1f7778e7a115.mp4,14378,5341.0
5341,16090,356.30105,ff1f1ba3-ec19-4947-8632-1f7778e7a115,47ffb4f5-deaa-477d-a502-b8ba86ac8002,3590,read_a_book,475.964,v1/full_scale/ff1f1ba3-ec19-4947-8632-1f7778e7a115.mp4,19680,5342.0
5342,13461,268.66829,ff1f1ba3-ec19-4947-8632-1f7778e7a115,47ffb4f5-deaa-477d-a502-b8ba86ac8002,44,use_phone,270.148,v1/full_scale/ff1f1ba3-ec19-4947-8632-1f7778e7a115.mp4,13505,5343.0
5343,14225,294.14409,ff1f1ba3-ec19-4947-8632-1f7778e7a115,47ffb4f5-deaa-477d-a502-b8ba86ac8002,135,put_away_(or_take_out)_food_items_in_the_fridge,298.641,v1/full_scale/ff1f1ba3-ec19-4947-8632-1f7778e7a115.mp4,14360,5344.0
5344,18833,447.71863,ff1f1ba3-ec19-4947-8632-1f7778e7a115,47ffb4f5-deaa-477d-a502-b8ba86ac8002,812,read_a_book,474.788,v1/full_scale/ff1f1ba3-ec19-4947-8632-1f7778e7a115.mp4,19645,5345.0
5345,18706,443.51223,ff1f1ba3-ec19-4947-8632-1f7778e7a115,47ffb4f5-deaa-477d-a502-b8ba86ac8002,136,converse,448.044,v1/full_scale/ff1f1ba3-ec19-4947-8632-1f7778e7a115.mp4,18842,5346.0
5346,13563,272.06604,ff1f1ba3-ec19-4947-8632-1f7778e7a115,47ffb4f5-deaa-477d-a502-b8ba86ac8002,78,place_items_in_shopping_cart,274.655,v1/full_scale/ff1f1ba3-ec19-4947-8632-1f7778e7a115.mp4,13641,5347.0
5347,9462,135.37422,ff1f1ba3-ec19-4947-8632-1f7778e7a115,47ffb4f5-deaa-477d-a502-b8ba86ac8002,164,browse_through_groceries_or_food_items_on_rack,140.838,v1/full_scale/ff1f1ba3-ec19-4947-8632-1f7778e7a115.mp4,9626,5348.0
4267,21812,7.02053,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,773,stand_in_the_queue,32.78407,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,22585,4268.0
4268,33940,411.29635,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,108,pay_at_billing_counter,414.91383,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,34048,4269.0
4269,34775,439.12308,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,1149,read_a_book,477.41932,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,35924,4270.0
4270,30270,288.98313,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,1830,stand_in_the_queue,349.983,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,32100,4271.0
4271,33706,403.495,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,210,count_money_before_paying,410.495,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,33916,4272.0
4272,33932,411.0303,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,24,pay_at_billing_counter,411.84677,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,33956,4273.0
4273,35712,470.363,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,82,read_a_book,473.09567,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,35794,4274.0
4274,34148,418.23877,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,21,converse,418.94119,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,34169,4275.0
4275,25023,114.08061,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,194,browse_through_other_items_on_rack,120.53549,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,25217,4276.0
4276,21601,0.0,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,744,converse,24.793,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,22345,4277.0
4277,22345,24.79395,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,2233,converse,99.241,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,24578,4278.0
4278,25407,126.85505,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,325,arrange,137.688,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,25732,4279.0
4279,25732,137.68824,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,425,converse,151.868,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,26157,4280.0
4280,26247,154.88189,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,365,converse,167.028,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,26612,4281.0
4281,27001,180.00959,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,410,count_money_before_paying,193.673,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,27411,4282.0
4282,27411,193.67353,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,457,converse,208.912,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,27868,4283.0
4283,27868,208.91279,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,393,pay_at_billing_counter,222.008,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,28261,4284.0
4284,28261,222.00813,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,463,converse,237.432,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,28724,4285.0
4285,28859,241.92806,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,485,converse,258.115,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,29344,4286.0
4286,29434,261.1026,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,596,pack_food_items,280.982,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,30030,4287.0
4287,30030,280.98255,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,169,converse,286.599,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,30199,4288.0
4288,30053,281.72916,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,414,pack_food_items,295.544,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,30467,4289.0
4289,30199,286.59988,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,516,count_money_before_paying,303.814,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,30715,4290.0
4290,30467,295.54444,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,468,use_phone,311.128,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,30935,4291.0
4291,30715,303.81474,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,603,pack_food_items,323.904,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,31318,4292.0
4292,30935,311.12899,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,884,count_money_before_paying,340.595,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,31819,4293.0
4293,31318,323.9045,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,577,pay_at_billing_counter,343.139,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,31895,4294.0
4294,31895,343.13967,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,635,converse,364.3,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,32530,4295.0
4295,32715,370.47359,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,741,pack_other_items_into_bags,395.164,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,33456,4296.0
4296,33456,395.16498,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,60,converse,397.174,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,33516,4297.0
4297,33516,397.17473,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,220,pack_other_items_into_bags,404.498,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,33736,4298.0
4298,33771,405.67049,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,170,count_money_before_paying,411.336,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,33941,4299.0
4299,33941,411.33613,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,80,pay_at_billing_counter,414.013,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,34021,4300.0
4300,34088,416.24028,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,126,converse,420.449,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,34214,4301.0
4301,34589,432.91741,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,56,drink_beverage,434.788,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,34645,4302.0
4302,34807,440.20832,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,1147,read_a_book,478.444,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,35954,4303.0
4303,35954,478.44421,8b1d4210-a174-4617-8311-df4b32785d28,4808d5d0-0505-49b0-a3f2-4dd05d0cdd19,48,converse,480.043,v1/full_scale/8b1d4210-a174-4617-8311-df4b32785d28.mp4,36002,4304.0
3429,41562,395.36885,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,349,browse_through_clothing_items_on_rack,407.01458,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,41911,3430.0
3430,43286,452.83039,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,380,hang_clothes_in_closet,465.51123,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,43666,3431.0
3431,43651,465.01047,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,451,converse,480.022,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,44102,3432.0
3432,30176,15.83403,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,170,converse,21.48552,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,30346,3433.0
3433,30346,21.48552,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,287,look_at_clothes_in_the_mirror,31.06623,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,30633,3434.0
3434,30725,34.14993,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,39,converse,35.41867,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,30764,3435.0
3435,31447,58.19055,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,149,hang_clothes_in_closet,63.15877,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,31596,3436.0
3436,31913,73.74759,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,276,hang_clothes_in_closet,82.93149,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,32189,3437.0
3437,32611,97.00197,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,115,converse,100.84249,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,32726,3438.0
3438,32726,100.84249,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,536,look_at_clothes_in_the_mirror,118.70207,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,33262,3439.0
3439,33574,129.08579,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,347,look_at_clothes_in_the_mirror,140.67068,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,33921,3440.0
3440,34219,150.61413,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,380,look_at_clothes_in_the_mirror,163.26243,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,34599,3441.0
3441,35424,190.77501,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,520,look_at_clothes_in_the_mirror,208.09654,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,35944,3442.0
3442,36235,217.80399,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,345,hang_clothes_in_closet,229.29647,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,36580,3443.0
3443,36889,239.5949,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,271,"""try-out",248.62164,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,37160,3444.0
3444,37212,250.35484,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,38,converse,251.64922,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,37250,3445.0
3445,37655,265.12579,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,602,look_at_clothes_in_the_mirror,285.21545,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,38257,3446.0
3446,38625,297.48109,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,737,look_at_clothes_in_the_mirror,322.01934,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,39362,3447.0
3447,39372,322.3776,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,157,hang_clothes_in_closet,327.61056,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,39529,3448.0
3448,40033,344.39617,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,358,look_at_clothes_in_the_mirror,356.32174,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,40391,3449.0
3449,40576,362.50325,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,926,compare_two_clothing_items,393.37317,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,41502,3450.0
3450,41902,406.69532,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,696,look_at_clothes_in_the_mirror,429.88598,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,42598,3451.0
3451,42703,433.40799,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,262,compare_two_clothing_items,442.12264,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,42965,3452.0
3452,43276,452.51503,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,210,hang_clothes_in_closet,459.509,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,43486,3453.0
3453,43486,459.509,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,189,look_at_clothes_in_the_mirror,465.79136,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,43675,3454.0
3454,43831,471.00089,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,168,hang_clothes_in_closet,476.59812,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,43999,3455.0
3455,40628,364.22976,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,870,compare_two_clothing_items,393.22994,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,41498,3456.0
3456,42700,433.29915,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,271,look_at_clothes_in_the_mirror,442.31971,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,42971,3457.0
3457,43278,452.57658,1f2e985f-ea94-4ec4-bc22-f5516e693d7d,480c29f7-aed9-4fe9-9d66-06bffbce15b2,402,hang_clothes_in_closet,465.96918,v1/full_scale/1f2e985f-ea94-4ec4-bc22-f5516e693d7d.mp4,43680,3458.0
12991,27527,282.12264,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,38,pay_at_billing_counter,283.401,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,27565,12992.0
12992,28099,301.18912,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,48,read_a_book,302.795,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,28147,12993.0
12993,32091,434.25658,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,192,use_phone,440.662,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,32283,12994.0
12994,20706,54.78092,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,110,stand_in_the_queue,58.448,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,20816,12995.0
12995,26307,241.46109,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,1545,pay_at_billing_counter,292.98078,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,27852,12996.0
12996,32096,434.42732,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,148,use_phone,439.37279,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,32244,12997.0
12997,32305,441.40103,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,228,converse,449.0051,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,32533,12998.0
12998,32590,450.88695,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,862,take_photo,479.638,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,33452,12999.0
12999,19195,4.41495,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,14238,converse,479.0,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,33433,13000.0
13000,32076,433.75067,e4298608-441c-4003-b955-3097c2db9ffb,4ae10dd3-3b75-4bdf-90f6-b4dca5dec11f,157,use_phone,439.0,v1/full_scale/e4298608-441c-4003-b955-3097c2db9ffb.mp4,32233,13001.0
8130,107823,466.11655,d60ab94d-8e10-40a5-8ba1-bfb154a3c842,4bc5af2e-3fcd-46c0-bb55-eab6f18164af,376,cut,478.643,v1/full_scale/d60ab94d-8e10-40a5-8ba1-bfb154a3c842.mp4,108199,8131.0
8131,96371,84.3509,d60ab94d-8e10-40a5-8ba1-bfb154a3c842,4bc5af2e-3fcd-46c0-bb55-eab6f18164af,326,gather,95.2266,v1/full_scale/d60ab94d-8e10-40a5-8ba1-bfb154a3c842.mp4,96697,8132.0
8132,107175,444.48704,d60ab94d-8e10-40a5-8ba1-bfb154a3c842,4bc5af2e-3fcd-46c0-bb55-eab6f18164af,477,gather,460.40578,v1/full_scale/d60ab94d-8e10-40a5-8ba1-bfb154a3c842.mp4,107652,8133.0
8133,107507,455.57314,d60ab94d-8e10-40a5-8ba1-bfb154a3c842,4bc5af2e-3fcd-46c0-bb55-eab6f18164af,46,converse,457.11344,v1/full_scale/d60ab94d-8e10-40a5-8ba1-bfb154a3c842.mp4,107553,8134.0
8134,107802,465.392,d60ab94d-8e10-40a5-8ba1-bfb154a3c842,4bc5af2e-3fcd-46c0-bb55-eab6f18164af,368,cut,477.679,v1/full_scale/d60ab94d-8e10-40a5-8ba1-bfb154a3c842.mp4,108170,8135.0
8135,108209,478.975,d60ab94d-8e10-40a5-8ba1-bfb154a3c842,4bc5af2e-3fcd-46c0-bb55-eab6f18164af,32,gather,480.022,v1/full_scale/d60ab94d-8e10-40a5-8ba1-bfb154a3c842.mp4,108241,8136.0
5543,12929,250.94092,42e82798-97fb-45c7-8de6-3f45af020dd5,4c638558-cbdb-46c5-a092-57916c461963,748,browse_through_groceries_or_food_items_on_rack,275.8523,v1/full_scale/42e82798-97fb-45c7-8de6-3f45af020dd5.mp4,13677,5544.0
5544,14328,297.55051,42e82798-97fb-45c7-8de6-3f45af020dd5,4c638558-cbdb-46c5-a092-57916c461963,42,read_a_book,298.95075,v1/full_scale/42e82798-97fb-45c7-8de6-3f45af020dd5.mp4,14370,5545.0
5545,16787,379.52788,42e82798-97fb-45c7-8de6-3f45af020dd5,4c638558-cbdb-46c5-a092-57916c461963,205,converse,386.36605,v1/full_scale/42e82798-97fb-45c7-8de6-3f45af020dd5.mp4,16992,5546.0
5546,17702,410.02031,42e82798-97fb-45c7-8de6-3f45af020dd5,4c638558-cbdb-46c5-a092-57916c461963,441,weigh_food,424.72371,v1/full_scale/42e82798-97fb-45c7-8de6-3f45af020dd5.mp4,18143,5547.0
5547,18602,440.01876,42e82798-97fb-45c7-8de6-3f45af020dd5,4c638558-cbdb-46c5-a092-57916c461963,229,place_items_in_shopping_cart,447.65161,v1/full_scale/42e82798-97fb-45c7-8de6-3f45af020dd5.mp4,18831,5548.0
5548,18905,450.13996,42e82798-97fb-45c7-8de6-3f45af020dd5,4c638558-cbdb-46c5-a092-57916c461963,897,browse_through_other_items_on_rack,480.022,v1/full_scale/42e82798-97fb-45c7-8de6-3f45af020dd5.mp4,19802,5549.0
5549,17699,409.93742,42e82798-97fb-45c7-8de6-3f45af020dd5,4c638558-cbdb-46c5-a092-57916c461963,630,weigh_food,430.928,v1/full_scale/42e82798-97fb-45c7-8de6-3f45af020dd5.mp4,18329,5550.0
